Id,SalePrice
1461,123407.2277448427
1462,154135.43417129552
1463,182292.65767003625
1464,190555.83868144595
1465,176520.0193938845
1466,178870.25594201928
1467,172719.4241546497
1468,174254.92445288584
1469,184370.07952780352
1470,124976.0962686723
1471,196218.69258238663
1472,91330.30256227803
1473,100059.85958212962
1474,152405.77229228878
1475,133923.05690098525
1476,349198.47821347957
1477,248693.88977036538
1478,285514.4096850751
1479,266334.7274165335
1480,455753.5286512448
1481,324188.9202806455
1482,206364.0428321732
1483,176241.58068314267
1484,165057.6415067176
1485,179774.65421244584
1486,197976.66521536486
1487,335532.10424043593
1488,238846.89745462302
1489,201656.17105630253
1490,207289.92165343897
1491,187102.65208632787
1492,88240.66016025259
1493,176510.17224123358
1494,274169.98599195364
1495,291400.3453956404
1496,227902.34601712206
1497,184068.68102964165
1498,158704.59502037283
1499,158714.333538226
1500,148520.24419917323
1501,173675.71248172593
1502,155595.18254965812
1503,302910.0811831693
1504,233599.3635285684
1505,231299.6781249639
1506,180409.34923323995
1507,214421.46798242172
1508,197967.59979347952
1509,167829.49675303942
1510,146986.5715553522
1511,140468.95902742865
1512,159160.9439200757
1513,148675.130741536
1514,161673.8742148054
1515,170384.78308907372
1516,150557.45123989263
1517,150767.1657751078
1518,124439.07979868632
1519,209460.813720274
1520,137065.66529965968
1521,136149.3501786024
1522,161213.6503873705
1523,117669.19499124469
1524,125978.38605117511
1525,127839.78715185935
1526,125379.31621906941
1527,104679.70217563564
1528,136545.58287696558
1529,144169.56480725107
1530,169791.4605815201
1531,112688.53145952102
1532,103187.68054980524
1533,144866.43531936352
1534,121302.03550144951
1535,160965.97745003382
1536,115922.79810074653
1537,69211.85403433464
1538,156879.52075753716
1539,192965.89857440017
1540,105067.54442523397
1541,147413.0888557527
1542,151079.32892067585
1543,218919.30662867022
1544,74919.72087501375
1545,108634.2932932106
1546,123737.86215656395
1547,131181.00746526557
1548,128379.39550636508
1549,107300.58961527402
1550,136794.9919529462
1551,114634.30839511113
1552,121390.47193692258
1553,149357.0385428996
1554,105549.39209565707
1555,181553.10652828112
1556,99198.10708705477
1557,121887.15758901795
1558,82314.94619650986
1559,112583.54096133185
1560,147501.22940735662
1561,133152.45671957597
1562,130106.61221657971
1563,119247.31508041878
1564,156380.43913361427
1565,145383.27112266675
1566,229337.8151270856
1567,63934.91922755204
1568,226704.8427541851
1569,139826.149782389
1570,128818.57605228352
1571,107604.64350317119
1572,146222.35252116033
1573,229189.65545050643
1574,112088.44916160568
1575,216057.7773537817
1576,218402.49210015568
1577,192441.33482325482
1578,147292.52811457275
1579,145877.4010119679
1580,195674.75321667176
1581,148254.0345935954
1582,133788.03659196114
1583,339818.7118509711
1584,233745.70227273458
1585,142680.22727681173
1586,70580.51365697355
1587,101443.58061239618
1588,145551.57114009932
1589,98412.95315853826
1590,129952.09007044151
1591,94387.93285234227
1592,126444.10223552561
1593,119741.26458003398
1594,146565.94894176553
1595,126136.94764901919
1596,245910.00517395683
1597,191794.04252437633
1598,189670.47755110182
1599,160005.3865420594
1600,161349.7294081636
1601,73456.61508680765
1602,108047.29570884534
1603,86225.99402324976
1604,275992.3837980342
1605,234717.08346318582
1606,169463.2581073162
1607,152494.20764168128
1608,217584.00737395367
1609,187889.54589459155
1610,148524.82693364003
1611,138963.8693554452
1612,152700.84191547483
1613,158429.45805408113
1614,124152.84084777864
1615,84854.24781552913
1616,75772.84718395681
1617,88176.37891245678
1618,126302.21717582225
1619,134644.55728104227
1620,152261.64905953262
1621,134935.08008641188
1622,141047.8348423374
1623,272178.01654678624
1624,202863.81102800142
1625,122330.76498858276
1626,158924.22482170654
1627,184773.84909700314
1628,273368.75923094986
1629,172084.40697064743
1630,361255.4570718243
1631,205605.49749179216
1632,245576.62809790147
1633,167557.9524820752
1634,188931.05393322534
1635,175481.17402344925
1636,162607.10542653027
1637,196000.91209585252
1638,196542.81457448212
1639,186697.73001435495
1640,257397.89916408417
1641,177073.5996385387
1642,220542.03308917896
1643,225886.39873422906
1644,224818.23402587956
1645,189267.6294698121
1646,158445.28918527416
1647,153139.8471784136
1648,137522.5409695073
1649,140773.13247298403
1650,125607.43471817672
1651,121039.79518112117
1652,94303.14757412687
1653,95873.22736108485
1654,148761.30076990285
1655,152479.68457806518
1656,145716.3633400364
1657,152782.90039459756
1658,146936.68055652815
1659,138294.6949123516
1660,152105.7049835913
1661,449796.9794842282
1662,404461.355837925
1663,388402.95638433594
1664,428516.8247138383
1665,309974.5929045037
1666,328365.5080458637
1667,383425.9786892301
1668,346668.2631440188
1669,292512.9642447555
1670,357181.15544722497
1671,277729.63456683996
1672,441381.87471981265
1673,296821.9332572751
1674,246334.30741450153
1675,183153.78145816864
1676,189478.93307417844
1677,229156.71672139756
1678,436661.8683749171
1679,393440.49228192185
1680,341567.31510159717
1681,222626.78101361348
1682,306496.4084279484
1683,182311.70298365556
1684,169942.0190516435
1685,174390.01952698216
1686,169141.96860470934
1687,174635.7979640105
1688,194301.27296082804
1689,186400.86784520326
1690,188957.9282055019
1691,172735.37501316986
1692,238303.91587466377
1693,175156.88675260337
1694,185153.28477123438
1695,168867.84266539683
1696,287563.8708299471
1697,173403.0705262125
1698,377527.95232092286
1699,327882.21455930965
1700,237444.57723218284
1701,265349.3499183756
1702,260688.52963419733
1703,252446.76715639042
1704,307165.81468962267
1705,211015.5220818127
1706,399411.3192920403
1707,213647.37113579956
1708,217976.81658881332
1709,284518.6881994626
1710,218351.44433086726
1711,239118.5086263092
1712,258198.0768993616
1713,269724.9564715057
1714,222150.44393422935
1715,201450.2011763748
1716,177339.1530708937
1717,175145.26734424976
1718,138166.92329382504
1719,197034.272807903
1720,240734.09699153024
1721,158094.82816407632
1722,126432.2628875075
1723,158094.8449238429
1724,197668.92233808996
1725,241803.7827292806
1726,187991.58551591626
1727,163675.55332620564
1728,180209.29669237006
1729,164996.27115650184
1730,143660.16622750653
1731,116306.50085495916
1732,133218.7831955042
1733,109999.44453534436
1734,128555.51007690754
1735,135523.18977829
1736,113234.90393004954
1737,329453.518236797
1738,227939.48243589466
1739,325924.1287323158
1740,198334.88571268896
1741,183172.9746044113
1742,171123.293251833
1743,171582.866989909
1744,292599.97295146476
1745,226110.39379888593
1746,195313.1515367852
1747,206336.02695455137
1748,222038.73093307225
1749,155830.3146385685
1750,144370.86423545022
1751,233297.25189231418
1752,121622.16365668323
1753,139933.35718548362
1754,213049.71471668355
1755,162985.7024572712
1756,127794.2088555757
1757,118734.18504350843
1758,145244.18976297107
1759,168154.00629225397
1760,163147.83688191517
1761,155904.69222727622
1762,175774.4655039497
1763,161351.03961489047
1764,117641.4452759136
1765,155141.39062295225
1766,172676.3395301506
1767,205564.25053293814
1768,146431.6092621305
1769,167556.19881745763
1770,142784.77545178143
1771,138516.3648175861
1772,134724.84029603726
1773,138098.1327169943
1774,119501.40135036998
1775,130748.05394079267
1776,116888.69295241935
1777,113582.55519454475
1778,130179.83028369493
1779,116128.15185125933
1780,176537.40694960754
1781,131159.84487258526
1782,93611.90464041407
1783,140455.2270540502
1784,91653.845371167
1785,114276.70311182395
1786,128198.06620866427
1787,162476.75793259116
1788,65474.492331282374
1789,83217.85834910242
1790,82484.47684448835
1791,161947.02680875023
1792,158579.93437623797
1793,132990.46016963653
1794,143626.37480786338
1795,133878.13084742523
1796,113135.06831541672
1797,112875.08672266094
1798,122146.7013472504
1799,108958.23037627744
1800,130706.21351115851
1801,144196.99635218966
1802,129316.3048133593
1803,144210.75527133959
1804,142238.28028587476
1805,136392.75049317285
1806,121587.42644379426
1807,130891.8690608668
1808,120355.93310774065
1809,113637.67753694621
1810,138983.73743086506
1811,104141.59459200237
1812,98454.17768458421
1813,124570.23792442243
1814,85920.10038408874
1815,60559.58595045357
1816,97535.39797749552
1817,105673.48481696259
1818,138313.02161343882
1819,116934.60394347485
1820,71865.75805020622
1821,93863.63241362272
1822,147038.43766679624
1823,59529.000153114095
1824,137490.5860931946
1825,122554.0993982651
1826,102914.73634793946
1827,113939.70592431496
1828,139773.0037117553
1829,113969.4404495341
1830,129570.77751847025
1831,151903.72307071835
1832,107316.04695839925
1833,144104.27921882173
1834,117620.61544276423
1835,139099.66397878062
1836,127082.86654272002
1837,90724.7744492687
1838,128186.95873182398
1839,84547.46079625757
1840,150109.31194949197
1841,142715.71736758744
1842,84419.84451065245
1843,141640.3787854093
1844,128957.9103266757
1845,137716.27962305196
1846,149779.3828774469
1847,168700.16485658113
1848,59247.959879424125
1849,104437.60249139262
1850,118997.58936029117
1851,146611.9529150401
1852,122442.85515976475
1853,134244.79709626292
1854,169593.41256981247
1855,142701.64964689757
1856,217096.2523834567
1857,132288.6933875772
1858,143284.25695799472
1859,120953.83948388748
1860,156576.99892668688
1861,116180.24383121649
1862,296703.9094891948
1863,294899.80737257644
1864,295575.2245517833
1865,317975.3660805797
1866,343633.86721158074
1867,235915.79627494558
1868,304333.2686149237
1869,211906.60919909462
1870,221985.41980588288
1871,230951.79429959494
1872,168947.09765857222
1873,239648.3562498954
1874,141275.4258703585
1875,207649.52688806804
1876,196966.23825678977
1877,213016.7795687781
1878,218220.31486254424
1879,131415.8582115131
1880,138191.96541917796
1881,243913.90121167427
1882,252861.73662011587
1883,194171.85659213702
1884,207181.26947027002
1885,239839.45794188528
1886,296104.7786546839
1887,200899.3556322363
1888,278567.38855453144
1889,151661.9510287688
1890,133805.38786130556
1891,140228.20366223686
1892,106521.03500651674
1893,130357.11495149092
1894,123404.97017919923
1895,139752.8861995591
1896,121126.69538563002
1897,117370.8180330976
1898,99757.21100025288
1899,145318.10235237548
1900,152193.19941669403
1901,175731.30438680475
1902,148739.59976018555
1903,258244.05088651727
1904,147031.47273618417
1905,196945.3974836705
1906,189206.96805168618
1907,209597.5948752008
1908,107184.70084069781
1909,140566.24709031102
1910,120834.67720158881
1911,203196.9589884249
1912,324873.7534672848
1913,148971.79056966302
1914,62647.141174647506
1915,285916.6994786901
1916,67806.99764324211
1917,245886.01493456538
1918,139404.280915591
1919,171309.86685841033
1920,149457.77705077257
1921,404178.6377507958
1922,309832.57404699974
1923,210655.5225982224
1924,238795.424665782
1925,211224.41921635318
1926,369645.9579559544
